model,prompt_id,ring,animal,vehicle,sample,has_svg,rendered,attempts,feat_animal,feat_vehicle,feat_facing,feat_elements,animal_rating__openai__gpt-5.6-luna,vehicle_rating__openai__gpt-5.6-luna,action_rating__openai__gpt-5.6-luna,animal_rating,vehicle_rating,action_rating,overall
google/gemini-3.5-flash,antelope-scooter,1,antelope,scooter,0,True,True,2,gazelle,scooter,right,"['tie', 'hoodie', 'headlight', 'star', 'background']",5,5,3,5.0,5.0,3.0,4.333333333333333
google/gemini-3.5-flash,antelope-scooter,1,antelope,scooter,1,True,True,1,gazelle,scooter,right,"['circle', 'scarf', 'line']",4,5,3,4.0,5.0,3.0,4.0
google/gemini-3.5-flash,antelope-scooter,1,antelope,scooter,2,True,True,1,gazelle,scooter,right,"['sun', 'mountain', 'scarf', 'star']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,antelope-skateboard,1,antelope,skateboard,0,True,True,1,goat,skateboard,right,"['sun', 'grid', 'star', 'tree']",3,5,4,3.0,5.0,4.0,4.0
google/gemini-3.5-flash,antelope-skateboard,1,antelope,skateboard,1,True,True,1,gazelle,skateboard,right,"['sunglasses', 'sun', 'line', 'circle']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,antelope-skateboard,1,antelope,skateboard,2,True,True,1,antelope,skateboard,right,"['sun', 'hoodie', 'glasses', 'line']",2,5,4,2.0,5.0,4.0,3.6666666666666665
google/gemini-3.5-flash,antelope-unicycle,1,antelope,unicycle,0,True,True,1,gazelle,unicycle,right,"['flag', 'star', 'sun', 'sparkle']",3,5,4,3.0,5.0,4.0,4.0
google/gemini-3.5-flash,antelope-unicycle,1,antelope,unicycle,1,True,True,1,gazelle,unicycle,right,"['sun', 'stripe']",3,5,4,3.0,5.0,4.0,4.0
google/gemini-3.5-flash,antelope-unicycle,1,antelope,unicycle,2,True,True,1,gazelle,unicycle,left,"['scarf', 'star', 'drop']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,cat-bicycle,1,cat,bicycle,0,True,True,1,cat,bicycle,right,"['scarf', 'basket', 'flower', 'cloud', 'sun', 'star', 'grass']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,cat-bicycle,1,cat,bicycle,1,True,True,1,cat,bicycle,right,"['helmet', 'scarf', 'basket', 'mouse', 'leaf', 'grass']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,cat-bicycle,1,cat,bicycle,2,True,True,1,cat,bicycle,right,"['beret', 'scarf', 'basket', 'fruit', 'cloud', 'tree', 'star']",5,3,4,5.0,3.0,4.0,4.0
google/gemini-3.5-flash,cat-boat,1,cat,boat,0,True,True,1,cat,sailboat,ambiguous,"['moon', 'cloud', 'water', 'lantern', 'horizon']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,cat-boat,1,cat,boat,1,True,True,1,cat,sailboat,right,"['sun', 'cloud', 'sea', 'fish', 'star', 'bird', 'flag', 'lifebuoy', 'fishing rod']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,cat-boat,1,cat,boat,2,True,True,1,cat,sailboat,left,"['sun', 'sky', 'water', 'star', 'mountain', 'horizon']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,cat-plane,1,cat,plane,0,True,True,1,cat,airplane,right,"['sun', 'cloud', 'star', 'goggle', 'scarf']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,cat-plane,1,cat,plane,1,True,True,1,cat,airplane,right,"['cloud', 'star', 'propeller', 'goggle', 'scarf']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,cat-plane,1,cat,plane,2,True,True,1,cat,airplane,right,"['cloud', 'star', 'goggle', 'scarf', 'propeller']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,cat-scooter,1,cat,scooter,0,True,True,1,cat,scooter,right,"['goggles', 'scarf', 'circle', 'star', 'headlight']",5,4,5,5.0,4.0,5.0,4.666666666666667
google/gemini-3.5-flash,cat-scooter,1,cat,scooter,1,True,True,1,cat,scooter,right,"['goggles', 'scarf', 'star', 'motion line']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,cat-scooter,1,cat,scooter,2,True,True,1,cat,scooter,right,"['circle', 'sausage', 'dust']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,cat-skateboard,1,cat,skateboard,0,True,True,1,cat,skateboard,right,"['sun', 'text', 'star', 'line']",5,4,5,5.0,4.0,5.0,4.666666666666667
google/gemini-3.5-flash,cat-skateboard,1,cat,skateboard,1,True,True,1,cat,skateboard,right,"['sun', 'cap', 'goggles', 'shirt', 'line']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,cat-skateboard,1,cat,skateboard,2,True,True,1,cat,skateboard,right,"['sun', 'cap', 'sunglasses', 'hoodie', 'star']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,cat-unicycle,1,cat,unicycle,0,True,True,1,cat,unicycle,ambiguous,"['star', 'circle', 'drop', 'bell', 'collar']",5,4,4,5.0,4.0,4.0,4.333333333333333
google/gemini-3.5-flash,cat-unicycle,1,cat,unicycle,1,True,True,1,cat,unicycle,ambiguous,"['hat', 'propeller', 'ball', 'circle', 'cross']",5,5,3,5.0,5.0,3.0,4.333333333333333
google/gemini-3.5-flash,cat-unicycle,1,cat,unicycle,2,True,True,1,cat,unicycle,ambiguous,"['hat', 'star', 'line']",5,4,4,5.0,4.0,4.0,4.333333333333333
google/gemini-3.5-flash,flamingo-bicycle,1,flamingo,bicycle,0,True,True,1,flamingo,bicycle,right,"['sun', 'basket', 'scarf', 'goggles', 'cloud', 'star', 'ground']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,flamingo-bicycle,1,flamingo,bicycle,1,True,True,1,flamingo,bicycle,right,"['sun', 'basket', 'flower', 'scarf', 'grass', 'headlight']",3,5,3,3.0,5.0,3.0,3.6666666666666665
google/gemini-3.5-flash,flamingo-bicycle,1,flamingo,bicycle,2,True,True,1,flamingo,bicycle,right,"['sunglasses', 'scarf', 'flower', 'sun']",4,5,3,4.0,5.0,3.0,4.0
google/gemini-3.5-flash,flamingo-boat,1,flamingo,boat,0,True,True,1,flamingo,boat,left,"['sun', 'mountain', 'lantern', 'oar', 'leaf']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,flamingo-boat,1,flamingo,boat,1,True,True,1,flamingo,boat,left,"['sun', 'mountain', 'star', 'lantern', 'oar', 'water']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,flamingo-boat,1,flamingo,boat,2,True,True,1,flamingo,sailboat,left,"['sun', 'water', 'sky', 'star', 'oar', 'horizon']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,flamingo-plane,1,flamingo,plane,0,True,True,1,flamingo,airplane,right,"['goggle', 'scarf', 'propeller', 'cloud', 'sun', 'star']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,flamingo-plane,1,flamingo,plane,1,True,True,1,flamingo,airplane,right,"['moon', 'cloud', 'star', 'goggle']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,flamingo-plane,1,flamingo,plane,2,True,True,1,flamingo,airplane,right,"['cloud', 'star', 'propeller', 'scarf', 'goggle']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,flamingo-scooter,1,flamingo,scooter,0,True,True,2,flamingo,scooter,right,"['sun', 'star', 'grid', 'sunglasses', 'headlight']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,flamingo-scooter,1,flamingo,scooter,1,True,True,1,flamingo,scooter,right,"['helmet', 'cape', 'sunglasses', 'star', 'headlight', 'motion line']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,flamingo-scooter,1,flamingo,scooter,2,True,True,1,flamingo,scooter,right,"['helmet', 'scarf', 'circle', 'star']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,flamingo-skateboard,1,flamingo,skateboard,0,True,True,1,flamingo,skateboard,right,"['sun', 'palm', 'star', 'bird', 'necklace', 'cap', 'sunglasses']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,flamingo-skateboard,1,flamingo,skateboard,1,True,True,1,flamingo,skateboard,right,"['sun', 'sunglasses', 'leaf', 'line']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,flamingo-skateboard,1,flamingo,skateboard,2,True,True,1,flamingo,skateboard,right,"['sun', 'grid', 'star', 'triangle', 'circle', 'line', 'sunglasses']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,flamingo-unicycle,1,flamingo,unicycle,0,True,True,1,flamingo,unicycle,right,"['circle', 'sunglasses', 'flower']",5,2,3,5.0,2.0,3.0,3.3333333333333335
google/gemini-3.5-flash,flamingo-unicycle,1,flamingo,unicycle,1,True,True,1,flamingo,unicycle,right,"['helmet', 'scarf', 'star']",4,4,4,4.0,4.0,4.0,4.0
google/gemini-3.5-flash,flamingo-unicycle,1,flamingo,unicycle,2,True,True,1,flamingo,unicycle,right,"['scarf', 'mustache', 'star', 'dot']",5,3,4,5.0,3.0,4.0,4.0
google/gemini-3.5-flash,heron-bicycle,1,heron,bicycle,0,True,True,1,heron,bicycle,right,"['basket', 'scarf', 'leaf', 'berry', 'grass']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,heron-bicycle,1,heron,bicycle,1,True,True,1,heron,bicycle,right,"['sun', 'basket', 'flower', 'grass', 'road', 'bird']",4,5,3,4.0,5.0,3.0,4.0
google/gemini-3.5-flash,heron-bicycle,1,heron,bicycle,2,True,True,1,heron,bicycle,right,"['sun', 'basket', 'flower', 'scarf', 'tree']",3,5,4,3.0,5.0,4.0,4.0
google/gemini-3.5-flash,heron-boat,1,heron,boat,0,True,True,1,heron,boat,left,"['sun', 'water', 'reed', 'chain', 'horizon']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,heron-boat,1,heron,boat,1,True,True,1,heron,boat,left,"['sun', 'mountain', 'water', 'reed', 'star', 'firefly']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,heron-boat,1,heron,boat,2,True,True,1,bird,boat,left,"['sun', 'water', 'reed', 'lily pad', 'hill']",4,5,2,4.0,5.0,2.0,3.6666666666666665
google/gemini-3.5-flash,heron-plane,1,heron,plane,0,True,True,1,heron,paper plane,right,"['moon', 'star', 'mountain', 'sky']",4,4,5,4.0,4.0,5.0,4.333333333333333
google/gemini-3.5-flash,heron-plane,1,heron,plane,1,True,True,1,heron,airplane wing,right,"['sun', 'sky', 'cloud', 'star', 'light']",4,2,3,4.0,2.0,3.0,3.0
google/gemini-3.5-flash,heron-plane,1,heron,plane,2,True,True,1,heron,wing,right,"['sun', 'bird', 'mountain', 'star']",4,2,5,4.0,2.0,5.0,3.6666666666666665
google/gemini-3.5-flash,heron-scooter,1,heron,scooter,0,True,True,1,heron,scooter,right,"['sun', 'grid', 'sunglasses', 'headlight']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,heron-scooter,1,heron,scooter,1,True,True,1,heron,scooter,right,"['sun', 'grass']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,heron-scooter,1,heron,scooter,2,True,True,1,stork,scooter,right,"['sun', 'scarf', 'sunglasses', 'star']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,heron-skateboard,1,heron,skateboard,0,True,True,1,heron,skateboard,right,"['sun', 'sunglasses', 'scarf', 'bird']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,heron-skateboard,1,heron,skateboard,1,True,True,1,heron,skateboard,right,"['sun', 'palm', 'sunglass', 'star']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,heron-skateboard,1,heron,skateboard,2,True,True,1,heron,skateboard,right,"['sun', 'horizon']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,heron-unicycle,1,heron,unicycle,0,True,True,1,heron,unicycle,right,"['sun', 'scarf', 'grass']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,heron-unicycle,1,heron,unicycle,1,True,True,1,heron,unicycle,right,"['hat', 'circle', 'feather']",4,3,3,4.0,3.0,3.0,3.3333333333333335
google/gemini-3.5-flash,heron-unicycle,1,heron,unicycle,2,True,True,1,heron,unicycle,right,"['scarf', 'feather', 'circle']",4,3,4,4.0,3.0,4.0,3.6666666666666665
google/gemini-3.5-flash,otter-bicycle,1,otter,bicycle,0,True,True,1,otter,bicycle,right,"['helmet', 'propeller', 'scarf', 'basket', 'fish', 'cloud', 'bubble', 'road', 'grass', 'flower']",2,5,3,2.0,5.0,3.0,3.3333333333333335
google/gemini-3.5-flash,otter-bicycle,1,otter,bicycle,1,True,True,1,otter,bicycle,right,"['helmet', 'scarf', 'basket', 'fish', 'grass', 'wind']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,otter-bicycle,1,otter,bicycle,2,True,True,1,otter,bicycle,right,"['helmet', 'cape', 'basket', 'bread', 'flower', 'leaf', 'cloud', 'star']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,otter-boat,1,otter,boat,0,True,True,1,otter,boat,ambiguous,"['sun', 'moon', 'star', 'cloud', 'mountain', 'water', 'lantern', 'hat', 'oar']",2,5,5,2.0,5.0,5.0,4.0
google/gemini-3.5-flash,otter-boat,1,otter,boat,1,True,True,1,beaver,boat,ambiguous,"['sun', 'cloud', 'mountain', 'bird', 'oar', 'cattail', 'water']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,otter-boat,1,otter,boat,2,True,True,1,otter,boat,ambiguous,"['hat', 'oar', 'lantern', 'water', 'mountain', 'sky', 'star']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,otter-plane,1,otter,plane,0,True,True,1,otter,biplane,right,"['sun', 'cloud', 'sky', 'bird']",5,3,5,5.0,3.0,5.0,4.333333333333333
google/gemini-3.5-flash,otter-plane,1,otter,plane,1,True,True,1,otter,biplane,right,"['cloud', 'grid', 'axis', 'formula', 'bird']",5,4,5,5.0,4.0,5.0,4.666666666666667
google/gemini-3.5-flash,otter-plane,1,otter,plane,2,True,True,1,otter,airplane,right,"['cloud', 'star', 'propeller', 'goggle', 'scarf']",5,4,5,5.0,4.0,5.0,4.666666666666667
google/gemini-3.5-flash,otter-scooter,1,otter,scooter,0,True,True,1,otter,scooter,right,"['helmet', 'cape', 'headlight', 'star', 'circle', 'dash']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,otter-scooter,1,otter,scooter,1,True,True,1,otter,scooter,right,"['scarf', 'sun', 'star', 'ground']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,otter-scooter,1,otter,scooter,2,True,True,1,otter,scooter,right,"['helmet', 'goggles', 'cape', 'sun', 'headlight', 'smoke']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,otter-skateboard,1,otter,skateboard,0,True,True,1,otter,skateboard,right,"['sun', 'bird', 'star', 'wave']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,otter-skateboard,1,otter,skateboard,1,True,True,1,otter,skateboard,right,"['scarf', 'circle', 'splash', 'star']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,otter-skateboard,1,otter,skateboard,2,True,True,1,beaver,skateboard,right,"['sun', 'helmet', 'sunglasses', 'pouch', 'circle', 'triangle', 'cross', 'line', 'grid']",4,5,3,4.0,5.0,3.0,4.0
google/gemini-3.5-flash,otter-unicycle,1,otter,unicycle,0,True,True,1,otter,unicycle,right,"['sun', 'cloud', 'pinwheel', 'scarf', 'grass', 'flower']",5,3,5,5.0,3.0,5.0,4.333333333333333
google/gemini-3.5-flash,otter-unicycle,1,otter,unicycle,1,True,True,1,otter,unicycle,right,"['scarf', 'star', 'circle', 'dash']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,otter-unicycle,1,otter,unicycle,2,True,True,1,otter,unicycle,right,"['scarf', 'hat', 'propeller', 'star', 'leaf', 'dash']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,pelican-bicycle,0,pelican,bicycle,0,True,True,1,pelican,bicycle,right,"['sun', 'basket', 'flower', 'bird']",4,5,3,4.0,5.0,3.0,4.0
google/gemini-3.5-flash,pelican-bicycle,0,pelican,bicycle,1,True,True,1,stork,bicycle,right,"['sun', 'basket', 'bird', 'scarf', 'hat', 'star']",4,3,3,4.0,3.0,3.0,3.3333333333333335
google/gemini-3.5-flash,pelican-bicycle,0,pelican,bicycle,2,True,True,2,pelican,bicycle,right,"['basket', 'flower', 'leaf', 'flag', 'road', 'cloud']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,pelican-boat,1,pelican,boat,0,True,True,1,pelican,boat,left,"['post', 'rope', 'water', 'sun', 'sky']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,pelican-boat,1,pelican,boat,1,True,True,1,pelican,boat,left,"['moon', 'post', 'rope', 'water', 'sky']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,pelican-boat,1,pelican,boat,2,True,True,1,pelican,boat,left,"['sun', 'water', 'sky', 'rope']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,pelican-plane,1,pelican,plane,0,True,True,1,pelican,biplane,right,"['sun', 'cloud', 'star']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,pelican-plane,1,pelican,plane,1,True,True,1,pelican,airplane,right,"['sun', 'cloud', 'goggles']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,pelican-plane,1,pelican,plane,2,True,True,1,pelican,airplane,right,"['goggles', 'scarf', 'propeller', 'sun', 'cloud', 'star']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,pelican-scooter,1,pelican,scooter,0,True,True,1,goose,scooter,right,"['goggles', 'scarf', 'bag', 'basket', 'leaf', 'sun']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,pelican-scooter,1,pelican,scooter,1,True,True,1,stork,scooter,left,"['goggles', 'scarf', 'cloud', 'sausage']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,pelican-scooter,1,pelican,scooter,2,True,True,1,pelican,scooter,right,"['sun', 'goggle', 'headlight', 'smoke']",4,3,4,4.0,3.0,4.0,3.6666666666666665
google/gemini-3.5-flash,pelican-skateboard,1,pelican,skateboard,0,True,True,1,pelican,skateboard,right,"['sun', 'grid', 'cap', 'sunglasses']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,pelican-skateboard,1,pelican,skateboard,1,True,True,1,pelican,skateboard,right,"['sun', 'scarf', 'sunglasses', 'line']",5,5,3,5.0,5.0,3.0,4.333333333333333
google/gemini-3.5-flash,pelican-skateboard,1,pelican,skateboard,2,True,True,1,pelican,skateboard,right,"['sun', 'sunglasses', 'tie', 'star']",4,3,4,4.0,3.0,4.0,3.6666666666666665
google/gemini-3.5-flash,pelican-unicycle,1,pelican,unicycle,0,True,True,1,pelican,unicycle,right,"['scarf', 'sweat']",4,4,4,4.0,4.0,4.0,4.0
google/gemini-3.5-flash,pelican-unicycle,1,pelican,unicycle,1,True,True,1,pelican,unicycle,left,"['cap', 'scarf', 'background']",3,5,3,3.0,5.0,3.0,3.6666666666666665
google/gemini-3.5-flash,pelican-unicycle,1,pelican,unicycle,2,True,True,1,pelican,unicycle,right,"['sweat', 'star', 'paper']",5,4,3,5.0,4.0,3.0,4.0
google/gemini-3.5-flash,raccoon-bicycle,1,raccoon,bicycle,0,True,True,1,raccoon,bicycle,right,"['helmet', 'bag', 'basket', 'bread', 'flower', 'sun', 'tree']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-bicycle,1,raccoon,bicycle,1,True,True,2,raccoon,bicycle,right,"['basket', 'flower', 'scarf', 'tree', 'cloud', 'leaf', 'line']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-bicycle,1,raccoon,bicycle,2,True,True,1,raccoon,bicycle,right,"['helmet', 'goggles', 'scarf', 'flag', 'basket', 'food', 'circle', 'triangle']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,raccoon-boat,1,raccoon,boat,0,True,True,1,raccoon,boat,ambiguous,"['moon', 'lantern', 'oar', 'water', 'star', 'hill', 'scarf']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-boat,1,raccoon,boat,1,True,True,1,raccoon,boat,ambiguous,"['star', 'lantern', 'fishing rod', 'bobber', 'water', 'mountain', 'lily pad', 'firefly']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-boat,1,raccoon,boat,2,True,True,1,raccoon,sailboat,ambiguous,"['moon', 'water', 'star', 'fishing rod', 'lantern', 'flag']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-plane,1,raccoon,plane,0,True,True,1,raccoon,airplane,right,"['sun', 'cloud', 'mountain', 'star']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-plane,1,raccoon,plane,1,True,True,1,raccoon,airplane,right,"['star', 'cloud', 'mountain']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-plane,1,raccoon,plane,2,True,True,1,raccoon,biplane,right,"['moon', 'cloud', 'star']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-scooter,1,raccoon,scooter,0,True,True,1,raccoon,scooter,right,"['helmet', 'headlight', 'leaf', 'dust']",5,5,3,5.0,5.0,3.0,4.333333333333333
google/gemini-3.5-flash,raccoon-scooter,1,raccoon,scooter,1,True,True,2,raccoon,scooter,right,"['helmet', 'scarf', 'headlight', 'leaf', 'wind']",5,4,5,5.0,4.0,5.0,4.666666666666667
google/gemini-3.5-flash,raccoon-scooter,1,raccoon,scooter,2,True,True,1,raccoon,scooter,right,"['backpack', 'scarf', 'headlight', 'star']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,raccoon-skateboard,1,raccoon,skateboard,0,True,True,1,raccoon,skateboard,right,"['sun', 'cap', 'hoodie', 'shoe']",4,5,2,4.0,5.0,2.0,3.6666666666666665
google/gemini-3.5-flash,raccoon-skateboard,1,raccoon,skateboard,1,True,True,1,raccoon,skateboard,right,"['sun', 'star', 'line']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,raccoon-skateboard,1,raccoon,skateboard,2,True,True,1,raccoon,skateboard,right,"['sun', 'cap', 'hoodie', 'star', 'grid']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-unicycle,1,raccoon,unicycle,0,True,True,1,raccoon,unicycle,ambiguous,"['beret', 'scarf', 'shirt', 'star', 'circle']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,raccoon-unicycle,1,raccoon,unicycle,1,True,True,1,raccoon,unicycle,right,"['helmet', 'star', 'motion line']",5,3,2,5.0,3.0,2.0,3.3333333333333335
google/gemini-3.5-flash,raccoon-unicycle,1,raccoon,unicycle,2,True,True,1,raccoon,unicycle,ambiguous,"['scarf', 'ball', 'star']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,whale-bicycle,1,whale,bicycle,0,True,True,1,whale,bicycle,right,"['hat', 'bubble', 'cloud', 'water']",4,3,4,4.0,3.0,4.0,3.6666666666666665
google/gemini-3.5-flash,whale-bicycle,1,whale,bicycle,1,True,True,1,whale,bicycle,right,"['sun', 'cloud', 'boat', 'flower', 'heart', 'bubble', 'road', 'grass']",5,5,2,5.0,5.0,2.0,4.0
google/gemini-3.5-flash,whale-bicycle,1,whale,bicycle,2,True,True,1,whale,bicycle,right,"['helmet', 'cloud', 'ground']",4,3,3,4.0,3.0,3.0,3.3333333333333335
google/gemini-3.5-flash,whale-boat,1,whale,boat,0,True,True,1,whale,boat,left,"['sky', 'water', 'cloud', 'star', 'lantern', 'horizon']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,whale-boat,1,whale,boat,1,True,True,2,whale,boat,left,"['moon', 'star', 'water', 'lantern', 'sail', 'bird']",5,5,4,5.0,5.0,4.0,4.666666666666667
google/gemini-3.5-flash,whale-boat,1,whale,boat,2,True,True,1,whale,boat,left,"['sail', 'moon', 'star', 'water', 'lamp', 'bird', 'horizon']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,whale-plane,1,whale,plane,0,True,True,1,whale,airplane,right,"['cloud', 'sun', 'star', 'goggle', 'scarf']",4,2,4,4.0,2.0,4.0,3.3333333333333335
google/gemini-3.5-flash,whale-plane,1,whale,plane,1,True,True,1,whale,airplane,right,"['moon', 'cloud', 'star', 'constellation', 'smoke', 'goggle']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,whale-plane,1,whale,plane,2,True,True,1,whale,airplane,right,"['goggle', 'hat', 'strap', 'cloud', 'sun', 'star', 'wind']",5,4,5,5.0,4.0,5.0,4.666666666666667
google/gemini-3.5-flash,whale-scooter,1,whale,scooter,0,True,True,1,whale,scooter,right,"['helmet', 'water', 'bubble', 'motion line']",5,5,3,5.0,5.0,3.0,4.333333333333333
google/gemini-3.5-flash,whale-scooter,1,whale,scooter,1,True,True,1,whale,scooter,right,"['sun', 'cloud', 'helmet', 'water']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,whale-scooter,1,whale,scooter,2,True,True,1,whale,scooter,right,"['helmet', 'cloud', 'bubble', 'star', 'road', 'flame', 'light']",4,4,4,4.0,4.0,4.0,4.0
google/gemini-3.5-flash,whale-skateboard,1,whale,skateboard,0,True,True,1,whale,skateboard,right,"['sunglasses', 'circle', 'star', 'dot', 'spout']",5,5,2,5.0,5.0,2.0,4.0
google/gemini-3.5-flash,whale-skateboard,1,whale,skateboard,1,True,True,1,orca,skateboard,right,"['sun', 'star', 'water']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,whale-skateboard,1,whale,skateboard,2,True,True,1,whale,skateboard,right,"['sun', 'cap', 'bag', 'star']",5,5,2,5.0,5.0,2.0,4.0
google/gemini-3.5-flash,whale-unicycle,1,whale,unicycle,0,True,True,1,whale,unicycle,left,"['bubble', 'star', 'shell', 'fish', 'hat']",4,5,5,4.0,5.0,5.0,4.666666666666667
google/gemini-3.5-flash,whale-unicycle,1,whale,unicycle,1,True,True,1,whale,unicycle,left,"['ball', 'star', 'hat', 'bubble', 'spark']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,whale-unicycle,1,whale,unicycle,2,True,True,1,whale,unicycle,left,"['hat', 'water', 'bubble']",5,5,5,5.0,5.0,5.0,5.0
openai/gpt-5.6-terra,antelope-bicycle,1,antelope,bicycle,0,True,True,1,antelope,bicycle,left,"['sun', 'hill', 'grass', 'text']",5,5,3,5.0,5.0,3.0,4.333333333333333
openai/gpt-5.6-terra,antelope-bicycle,1,antelope,bicycle,1,True,True,1,antelope,bicycle,right,"['sun', 'cloud', 'hill', 'flower']",3,3,3,3.0,3.0,3.0,3.0
